"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"417","species","Sciurus vulgaris","Linnaeus, 1758","","Eurasian Red Squirrel;веверица;veverica;vjeverica;;","4;5","34",""
"416","genus","Sciurus","","","","4;5","34",""
"415","order","Cetartiodactyla","","","Еven-toed ungulates;папкари;papkari;;;","1;2;3;4;5","34",""
"414","order","Carnivora","","","Carnivora;звери;zveri;;;","1;2;3;4;5","34",""
"413","order","Chiroptera","","","Bats;слепи мишеви;slepi miševi;;;","1;2;3;4;5","34",""
"412","order","Insectivora","","","Insectivora;бубоједи;bubojedi;;;","4;5","34",""
"411","order","Lagomorpha","","","Lagomorpha;двозупци;dvozupci;;;","1;2;3;4;5","34",""
"410","family","Sciuridae","","","Squirrel;веверице;veverice;;;","4;5","34",""
"409","order","Rodentia","","","Rodents;глодари;glodari;;;","1;2;3;4;5","34",""
"408","class","Mammalia","","","Mammal;сисари;sisari;;;","1;2;4;5","34",""
"407","genus","Speyeria","","","","1;2;3;5","9",""
"406","genus","Fabriciana","","","","1;2;3;5","9",""
"405","speciescomplex","Pelophylax esculentus complex","","","","1;2;5","7",""
"404","species","Euphydryas maturna","(Linnaeus, 1758)","","scarce fritillary;шумски шаренац;šumski šarenac;mala svibanjska riđa;;","1;2;3;5","9",""
"403","species","Euphydryas aurinia","(Rottemburg, 1775)","","marsh fritillary;мочварни шаренац;močvarni šarenac;močvarna riđa;;","1;2;3;5","9",""
"402","genus","Euphydryas","","","","1;2;3;5","9",""
"401","species","Melitaea athalia","(Rottemburg, 1775)","","heath fritillary;црноноси шаренац;crnonosi šarenac;obična riđa;;","1;2;3;5","9",""
"400","species","Melitaea aurelia","Nickerl, 1850","","Nickerl’s fritillary;црвеноноси шаренац;crvenonosi šarenac;Nikerlova riđa;;","1;2;3;5","9",""
"399","species","Melitaea diamina","(Lang, 1789)","","false-heath fritillary;мрки шаренац;mrki šarenac;mrka riđa;;","1;2;3;5","9",""
"398","species","Melitaea arduinna","(Esper, 1783)","","Freyer’s fritillary;крупнооки шаренац;Krupnooki šarenac;;;","1;2;3;5","9",""
"397","species","Melitaea cinxia","(Linnaeus, 1758)","","Glanville fritillary;црнооки шаренац;crnooki šarenac;trputčeva riđa;;","1;2;3;5","9",""
"396","species","Melitaea trivia","([Denis & Schiffermüller], 1775)","","lesser spotted fritillary;дивизмин шаренац;Divizmin šarenac;divizmina riđa;;","1;2;3;5","9",""
"395","species","Melitaea didyma","(Esper, 1778)","","spotted fritillary;пламени шаренац;plameni šarenac;crvena riđa;;","1;2;3;5","9",""
"394","species","Melitaea ornata","Christoph, 1893","","Eastern knapweed fritillary;Kрашки шаренац;Kraški šarenac;termofilna trputčeva riđa;;","1;2;3;5","9",""
"393","species","Melitaea phoebe","([Denis & Schiffermüller], 1775)","","knapweed fritillary;различков шаренац;različkov šarenac;zečinina riđa;;","1;2;3;5","9",""
"392","genus","Melitaea","","","","1;2;3;5","9",""
"391","species","Boloria graeca","(Staudinger, 1870)","","Balkan fritillary;грчка болорија;grčka bolorija;;;","1;2;3;5","9",""
"390","species","Boloria pales","(Denis & Schiffermüller, 1775)","","shepherd's fritillary;горска болорија;gorska bolorija;;;","1;2;3;5","9",""
"389","species","Boloria dia","(Linnaeus, 1767)","","weaver's fritillary;ткачева болорија;tkačeva bolorija;tkalčev šarenac;;","1;2;3;5","9",""
